,scheduled_time
4672,2023-10-03 12:01:05.419202816
4673,2023-10-03 12:04:00.000000000
4674,2023-10-03 11:58:00.000000000
4675,2023-10-03 12:01:05.419202816
4676,2023-10-03 11:56:00.000000000
4677,2023-10-03 12:01:05.419202816
4678,2023-10-03 12:04:00.000000000
4679,2023-10-03 12:04:00.000000000
4680,2023-10-03 12:01:05.419202816
4681,2023-10-03 11:58:00.000000000
4682,2023-10-03 12:01:05.419202816
4683,2023-10-03 12:04:00.000000000
4684,2023-10-03 11:56:00.000000000
4685,2023-10-03 12:03:00.000000000
4686,2023-10-03 12:01:05.419202816
4687,2023-10-03 12:01:05.419202816
4688,2023-10-03 12:01:05.419202816
4689,2023-10-03 12:01:05.419202816
4690,2023-10-03 12:01:05.419202816
4691,2023-10-03 12:07:00.000000000
4692,2023-10-03 12:01:05.419202816
4693,2023-10-03 12:01:05.419202816
4694,2023-10-03 11:58:00.000000000
4695,2023-10-03 11:57:00.000000000
4696,2023-10-03 12:01:05.419202816
4697,2023-10-03 12:01:05.419202816
4698,2023-10-03 12:04:00.000000000
4699,2023-10-03 12:01:05.419202816
4700,2023-10-03 11:59:00.000000000
4701,2023-10-03 12:01:05.419202816
4702,2023-10-03 12:01:05.419202816
4703,2023-10-03 12:01:05.419202816
4704,2023-10-03 12:01:05.419202816
4705,2023-10-03 12:01:05.419202816
4706,2023-10-03 12:03:00.000000000
4707,2023-10-03 12:03:00.000000000
4708,2023-10-03 11:59:00.000000000
4709,2023-10-03 12:01:05.419202816
4710,2023-10-03 12:07:00.000000000
4711,2023-10-03 12:01:05.419202816
4712,2023-10-03 12:35:00.000000000
4713,2023-10-03 12:01:05.419202816
4714,2023-10-03 11:59:00.000000000
4715,2023-10-03 11:59:00.000000000
4716,2023-10-03 12:07:00.000000000
4717,2023-10-03 12:01:05.419202816
4718,2023-10-03 12:01:05.419202816
4719,2023-10-03 12:04:00.000000000
4720,2023-10-03 12:02:00.000000000
4721,2023-10-03 12:01:05.419202816
4722,2023-10-03 12:01:05.419202816
4723,2023-10-03 11:58:00.000000000
4724,2023-10-03 11:58:00.000000000
4725,2023-10-03 12:01:05.419202816
4726,2023-10-03 12:04:00.000000000
4727,2023-10-03 12:07:00.000000000
4728,2023-10-03 12:07:00.000000000
4729,2023-10-03 12:01:05.419202816
4730,2023-10-03 12:04:00.000000000
4731,2023-10-03 12:01:05.419202816
4732,2023-10-03 12:03:00.000000000
4733,2023-10-03 12:01:05.419202816
4734,2023-10-03 12:01:05.419202816
4735,2023-10-03 12:15:00.000000000
4736,2023-10-03 12:15:00.000000000
4737,2023-10-03 12:01:05.419202816
4738,2023-10-03 12:01:05.419202816
4739,2023-10-03 12:15:00.000000000
4740,2023-10-03 12:15:00.000000000
4741,2023-10-03 12:15:00.000000000
4742,2023-10-03 12:15:00.000000000
4743,2023-10-03 12:15:00.000000000
4744,2023-10-03 12:15:00.000000000
4745,2023-10-03 12:15:00.000000000
4746,2023-10-03 12:02:00.000000000
4747,2023-10-03 12:15:00.000000000
4748,2023-10-03 12:15:00.000000000
4749,2023-10-03 12:15:00.000000000
4750,2023-10-03 12:15:00.000000000
4751,2023-10-03 12:15:00.000000000
4752,2023-10-03 12:15:00.000000000
4753,2023-10-03 12:15:00.000000000
4754,2023-10-03 12:15:00.000000000
4755,2023-10-03 12:15:00.000000000
4756,2023-10-03 12:15:00.000000000
4757,2023-10-03 12:15:00.000000000
4758,2023-10-03 12:15:00.000000000
4759,2023-10-03 12:15:00.000000000
4760,2023-10-03 12:15:00.000000000
4761,2023-10-03 12:15:00.000000000
4762,2023-10-03 12:15:00.000000000
4763,2023-10-03 12:15:00.000000000
4764,2023-10-03 11:59:00.000000000
4765,2023-10-03 12:01:05.419202816
4766,2023-10-03 12:07:00.000000000
4767,2023-10-03 12:01:05.419202816
4768,2023-10-03 12:01:05.419202816
4769,2023-10-03 12:01:05.419202816
4770,2023-10-03 12:01:05.419202816
4771,2023-10-03 12:07:00.000000000
4772,2023-10-03 12:07:00.000000000
4773,2023-10-03 12:01:05.419202816
4774,2023-10-03 12:01:05.419202816
4775,2023-10-03 12:03:00.000000000
4776,2023-10-03 12:01:05.419202816
4777,2023-10-03 12:01:05.419202816
4778,2023-10-03 12:01:05.419202816
4779,2023-10-03 12:07:00.000000000
4780,2023-10-03 12:01:05.419202816
4781,2023-10-03 12:01:05.419202816
4782,2023-10-03 12:01:05.419202816
4783,2023-10-03 11:58:00.000000000
4784,2023-10-03 12:01:05.419202816
4785,2023-10-03 12:04:00.000000000
4786,2023-10-03 12:07:00.000000000
4787,2023-10-03 12:01:05.419202816
4788,2023-10-03 12:01:05.419202816
4789,2023-10-03 12:01:05.419202816
4790,2023-10-03 12:01:00.000000000
4791,2023-10-03 12:01:05.419202816
4792,2023-10-03 12:08:00.000000000
4793,2023-10-03 12:01:05.419202816
4794,2023-10-03 12:01:05.419202816
4795,2023-10-03 12:01:05.419202816
4796,2023-10-03 12:01:05.419202816
4797,2023-10-03 12:09:00.000000000
4798,2023-10-03 12:03:00.000000000
4799,2023-10-03 12:01:05.419202816
4800,2023-10-03 12:01:05.419202816
4801,2023-10-03 12:01:05.419202816
4802,2023-10-03 12:01:05.419202816
4803,2023-10-03 12:09:00.000000000
4804,2023-10-03 12:01:00.000000000
4805,2023-10-03 12:01:05.419202816
4806,2023-10-03 12:03:00.000000000
4807,2023-10-03 12:02:00.000000000
4808,2023-10-03 12:01:05.419202816
4809,2023-10-03 12:11:00.000000000
4810,2023-10-03 12:01:05.419202816
4811,2023-10-03 12:01:05.419202816
4812,2023-10-03 12:01:05.419202816
4813,2023-10-03 12:03:00.000000000
4814,2023-10-03 12:01:05.419202816
4815,2023-10-03 12:02:00.000000000
4816,2023-10-03 12:02:00.000000000
4817,2023-10-03 12:11:00.000000000
4818,2023-10-03 12:11:00.000000000
4819,2023-10-03 12:01:05.419202816
4820,2023-10-03 12:01:05.419202816
4821,2023-10-03 12:01:05.419202816
4822,2023-10-03 12:04:00.000000000
4823,2023-10-03 12:04:00.000000000
4824,2023-10-03 12:01:05.419202816
4825,2023-10-03 12:01:05.419202816
4826,2023-10-03 12:01:05.419202816
4827,2023-10-03 12:03:00.000000000
4828,2023-10-03 12:01:05.419202816
4829,2023-10-03 12:03:00.000000000
4830,2023-10-03 12:12:00.000000000
4831,2023-10-03 12:01:05.419202816
4832,2023-10-03 12:11:00.000000000
4833,2023-10-03 12:04:00.000000000
4834,2023-10-03 12:01:05.419202816
4835,2023-10-03 12:01:05.419202816
4836,2023-10-03 12:01:05.419202816
4837,2023-10-03 12:01:05.419202816
4838,2023-10-03 12:12:00.000000000
4839,2023-10-03 12:01:05.419202816
4840,2023-10-03 12:01:05.419202816
4841,2023-10-03 12:04:00.000000000
4842,2023-10-03 12:08:00.000000000
4843,2023-10-03 12:12:00.000000000
4844,2023-10-03 12:04:00.000000000
4845,2023-10-03 12:12:00.000000000
4846,2023-10-03 12:11:00.000000000
4847,2023-10-03 12:03:00.000000000
4848,2023-10-03 12:01:05.419202816
4849,2023-10-03 12:02:00.000000000
4850,2023-10-03 12:04:00.000000000
4851,2023-10-03 12:04:00.000000000
4852,2023-10-03 12:01:05.419202816
4853,2023-10-03 12:01:05.419202816
4854,2023-10-03 12:04:00.000000000
4855,2023-10-03 12:01:05.419202816
4856,2023-10-03 12:10:00.000000000
4857,2023-10-03 12:08:00.000000000
4858,2023-10-03 12:08:00.000000000
4859,2023-10-03 12:11:00.000000000
4860,2023-10-03 12:01:05.419202816
4861,2023-10-03 12:01:05.419202816
4862,2023-10-03 12:01:05.419202816
4863,2023-10-03 12:11:00.000000000
4864,2023-10-03 12:03:00.000000000
4865,2023-10-03 12:04:00.000000000
4866,2023-10-03 12:01:05.419202816
4867,2023-10-03 12:01:05.419202816
4868,2023-10-03 12:08:00.000000000
4869,2023-10-03 12:10:00.000000000
4870,2023-10-03 12:01:05.419202816
4871,2023-10-03 12:01:05.419202816
4872,2023-10-03 12:01:05.419202816
4873,2023-10-03 12:01:05.419202816
4874,2023-10-03 12:10:00.000000000
4875,2023-10-03 12:10:00.000000000
4876,2023-10-03 12:01:05.419202816
4877,2023-10-03 12:14:00.000000000
4878,2023-10-03 12:14:00.000000000
4879,2023-10-03 12:05:00.000000000
4880,2023-10-03 12:01:05.419202816
4881,2023-10-03 12:01:05.419202816
4882,2023-10-03 12:01:05.419202816
4883,2023-10-03 12:14:00.000000000
4884,2023-10-03 12:10:00.000000000
4885,2023-10-03 12:01:05.419202816
4886,2023-10-03 12:01:05.419202816
4887,2023-10-03 12:14:00.000000000
4888,2023-10-03 12:12:00.000000000
4889,2023-10-03 12:05:00.000000000
4890,2023-10-03 12:01:05.419202816
4891,2023-10-03 12:07:00.000000000
4892,2023-10-03 12:01:05.419202816
4893,2023-10-03 12:01:05.419202816
4894,2023-10-03 12:09:00.000000000
4895,2023-10-03 12:01:05.419202816
4896,2023-10-03 12:10:00.000000000
4897,2023-10-03 12:10:00.000000000
4898,2023-10-03 12:08:00.000000000
4899,2023-10-03 12:14:00.000000000
4900,2023-10-03 12:01:05.419202816
4901,2023-10-03 12:01:05.419202816
4902,2023-10-03 12:09:00.000000000
4903,2023-10-03 12:07:00.000000000
4904,2023-10-03 12:01:05.419202816
4905,2023-10-03 12:01:05.419202816
4906,2023-10-03 12:01:05.419202816
4907,2023-10-03 12:01:05.419202816
4908,2023-10-03 12:01:05.419202816
4909,2023-10-03 12:01:05.419202816
4910,2023-10-03 12:01:05.419202816
4911,2023-10-03 12:01:05.419202816
4912,2023-10-03 12:01:05.419202816
4913,2023-10-03 12:01:05.419202816
4914,2023-10-03 12:14:00.000000000
4915,2023-10-03 12:05:00.000000000
4916,2023-10-03 12:05:00.000000000
4917,2023-10-03 12:01:05.419202816
4918,2023-10-03 12:01:05.419202816
4919,2023-10-03 12:01:05.419202816
4920,2023-10-03 12:07:00.000000000
4921,2023-10-03 12:01:05.419202816
4922,2023-10-03 12:01:05.419202816
4923,2023-10-03 12:01:05.419202816
4924,2023-10-03 12:01:05.419202816
4925,2023-10-03 12:10:00.000000000
4926,2023-10-03 12:01:05.419202816
4927,2023-10-03 12:15:00.000000000
4928,2023-10-03 12:01:05.419202816
4929,2023-10-03 12:01:05.419202816
4930,2023-10-03 12:01:05.419202816
4931,2023-10-03 12:01:05.419202816
4932,2023-10-03 12:20:00.000000000
4933,2023-10-03 12:15:00.000000000
4934,2023-10-03 12:01:05.419202816
4935,2023-10-03 12:10:00.000000000
4936,2023-10-03 12:05:00.000000000
4937,2023-10-03 12:01:05.419202816
4938,2023-10-03 12:09:00.000000000
4939,2023-10-03 12:09:00.000000000
4940,2023-10-03 12:01:05.419202816
4941,2023-10-03 12:11:00.000000000
4942,2023-10-03 12:11:00.000000000
4943,2023-10-03 12:01:05.419202816
4944,2023-10-03 12:01:05.419202816
4945,2023-10-03 12:15:00.000000000
4946,2023-10-03 12:20:00.000000000
4947,2023-10-03 12:07:00.000000000
4948,2023-10-03 12:07:00.000000000
4949,2023-10-03 12:01:05.419202816
4950,2023-10-03 12:05:00.000000000
4951,2023-10-03 12:01:05.419202816
4952,2023-10-03 12:20:00.000000000
4953,2023-10-03 12:01:05.419202816
4954,2023-10-03 12:11:00.000000000
4955,2023-10-03 12:15:00.000000000
4956,2023-10-03 12:01:05.419202816
4957,2023-10-03 12:01:05.419202816
4958,2023-10-03 12:01:05.419202816
4959,2023-10-03 12:01:05.419202816
4960,2023-10-03 12:01:05.419202816
4961,2023-10-03 12:01:05.419202816
4962,2023-10-03 12:11:00.000000000
4963,2023-10-03 12:20:00.000000000
4964,2023-10-03 12:01:05.419202816
4965,2023-10-03 12:01:05.419202816
4966,2023-10-03 12:01:05.419202816
4967,2023-10-03 12:01:05.419202816
4968,2023-10-03 12:01:05.419202816
4969,2023-10-03 12:20:00.000000000
4970,2023-10-03 12:11:00.000000000
4971,2023-10-03 12:01:05.419202816
4972,2023-10-03 12:19:00.000000000
4973,2023-10-03 12:19:00.000000000
4974,2023-10-03 12:11:00.000000000
4975,2023-10-03 12:20:00.000000000
4976,2023-10-03 12:01:05.419202816
4977,2023-10-03 12:01:05.419202816
4978,2023-10-03 12:01:05.419202816
4979,2023-10-03 12:01:05.419202816
4980,2023-10-03 12:19:00.000000000
4981,2023-10-03 12:01:05.419202816
4982,2023-10-03 12:01:05.419202816
4983,2023-10-03 12:01:05.419202816
4984,2023-10-03 12:20:00.000000000
4985,2023-10-03 12:07:00.000000000
4986,2023-10-03 12:01:05.419202816
4987,2023-10-03 12:01:05.419202816
4988,2023-10-03 12:19:00.000000000
4989,2023-10-03 12:13:00.000000000
4990,2023-10-03 12:15:00.000000000
4991,2023-10-03 12:15:00.000000000
4992,2023-10-03 12:19:00.000000000
4993,2023-10-03 12:13:00.000000000
4994,2023-10-03 12:01:05.419202816
4995,2023-10-03 12:01:05.419202816
4996,2023-10-03 12:01:05.419202816
4997,2023-10-03 12:09:00.000000000
4998,2023-10-03 12:15:00.000000000
4999,2023-10-03 12:01:05.419202816
5000,2023-10-03 12:13:00.000000000
5001,2023-10-03 12:19:00.000000000
5002,2023-10-03 12:12:00.000000000
5003,2023-10-03 12:20:00.000000000
5004,2023-10-03 12:20:00.000000000
5005,2023-10-03 12:01:05.419202816
5006,2023-10-03 12:01:05.419202816
5007,2023-10-03 12:15:00.000000000
5008,2023-10-03 12:15:00.000000000
5009,2023-10-03 12:19:00.000000000
5010,2023-10-03 12:01:05.419202816
5011,2023-10-03 12:12:00.000000000
5012,2023-10-03 12:01:05.419202816
5013,2023-10-03 12:09:00.000000000
5014,2023-10-03 12:17:00.000000000
5015,2023-10-03 12:17:00.000000000
5016,2023-10-03 12:15:00.000000000
5017,2023-10-03 12:01:05.419202816
5018,2023-10-03 12:11:00.000000000
5019,2023-10-03 12:01:05.419202816
5020,2023-10-03 12:01:05.419202816
5021,2023-10-03 12:01:05.419202816
5022,2023-10-03 12:01:05.419202816
5023,2023-10-03 12:01:05.419202816
5024,2023-10-03 12:01:05.419202816
5025,2023-10-03 12:12:00.000000000
5026,2023-10-03 12:01:05.419202816
5027,2023-10-03 12:01:05.419202816
5028,2023-10-03 12:01:05.419202816
5029,2023-10-03 12:12:00.000000000
5030,2023-10-03 12:12:00.000000000
5031,2023-10-03 12:01:05.419202816
5032,2023-10-03 12:15:00.000000000
5033,2023-10-03 12:13:00.000000000
5034,2023-10-03 12:25:00.000000000
5035,2023-10-03 12:12:00.000000000
5036,2023-10-03 12:01:05.419202816
5037,2023-10-03 12:01:05.419202816
5038,2023-10-03 12:01:05.419202816
5039,2023-10-03 12:01:05.419202816
5040,2023-10-03 12:18:00.000000000
5041,2023-10-03 12:17:00.000000000
5042,2023-10-03 12:15:00.000000000
5043,2023-10-03 12:15:00.000000000
5044,2023-10-03 12:12:00.000000000
5045,2023-10-03 12:12:00.000000000
5046,2023-10-03 12:01:05.419202816
5047,2023-10-03 12:20:00.000000000
5048,2023-10-03 12:12:00.000000000
5049,2023-10-03 12:20:00.000000000
5050,2023-10-03 12:01:05.419202816
5051,2023-10-03 12:01:05.419202816
5052,2023-10-03 12:20:00.000000000
5053,2023-10-03 12:11:00.000000000
5054,2023-10-03 12:17:00.000000000
5055,2023-10-03 12:17:00.000000000
5056,2023-10-03 12:01:05.419202816
5057,2023-10-03 12:01:05.419202816
5058,2023-10-03 12:28:00.000000000
5059,2023-10-03 12:01:05.419202816
5060,2023-10-03 12:01:05.419202816
5061,2023-10-03 12:01:05.419202816
5062,2023-10-03 12:18:00.000000000
5063,2023-10-03 12:12:00.000000000
5064,2023-10-03 12:01:05.419202816
5065,2023-10-03 12:12:00.000000000
5066,2023-10-03 12:01:05.419202816
5067,2023-10-03 12:01:05.419202816
5068,2023-10-03 12:01:05.419202816
5069,2023-10-03 12:13:00.000000000
5070,2023-10-03 12:13:00.000000000
5071,2023-10-03 12:01:05.419202816
5072,2023-10-03 12:15:00.000000000
5073,2023-10-03 12:12:00.000000000
5074,2023-10-03 12:18:00.000000000
5075,2023-10-03 12:18:00.000000000
5076,2023-10-03 12:01:05.419202816
5077,2023-10-03 12:01:05.419202816
5078,2023-10-03 12:17:00.000000000
5079,2023-10-03 12:17:00.000000000
5080,2023-10-03 12:17:00.000000000
5081,2023-10-03 12:25:00.000000000
5082,2023-10-03 12:13:00.000000000
5083,2023-10-03 12:11:00.000000000
5084,2023-10-03 12:11:00.000000000
5085,2023-10-03 12:12:00.000000000
5086,2023-10-03 12:01:05.419202816
5087,2023-10-03 12:13:00.000000000
5088,2023-10-03 12:01:05.419202816
5089,2023-10-03 12:01:05.419202816
5090,2023-10-03 12:13:00.000000000
5091,2023-10-03 12:20:00.000000000
5092,2023-10-03 12:18:00.000000000
5093,2023-10-03 12:01:05.419202816
5094,2023-10-03 12:01:05.419202816
5095,2023-10-03 12:01:05.419202816
5096,2023-10-03 12:13:00.000000000
5097,2023-10-03 12:01:05.419202816
5098,2023-10-03 12:01:05.419202816
5099,2023-10-03 12:14:00.000000000
5100,2023-10-03 12:14:00.000000000
5101,2023-10-03 12:01:05.419202816
5102,2023-10-03 12:25:00.000000000
5103,2023-10-03 12:18:00.000000000
5104,2023-10-03 12:01:05.419202816
5105,2023-10-03 12:01:05.419202816
5106,2023-10-03 12:25:00.000000000
5107,2023-10-03 12:21:00.000000000
5108,2023-10-03 12:21:00.000000000
5109,2023-10-03 12:01:05.419202816
5110,2023-10-03 12:14:00.000000000
5111,2023-10-03 12:01:05.419202816
5112,2023-10-03 12:01:05.419202816
5113,2023-10-03 12:01:05.419202816
5114,2023-10-03 12:01:05.419202816
5115,2023-10-03 12:20:00.000000000
5116,2023-10-03 12:11:00.000000000
5117,2023-10-03 12:25:00.000000000
5118,2023-10-03 12:25:00.000000000
5119,2023-10-03 12:14:00.000000000
5120,2023-10-03 12:01:05.419202816
5121,2023-10-03 12:01:05.419202816
5122,2023-10-03 12:01:05.419202816
5123,2023-10-03 12:16:00.000000000
5124,2023-10-03 12:01:05.419202816
5125,2023-10-03 12:14:00.000000000
5126,2023-10-03 12:18:00.000000000
5127,2023-10-03 12:01:05.419202816
5128,2023-10-03 12:01:05.419202816
5129,2023-10-03 12:01:05.419202816
5130,2023-10-03 12:01:05.419202816
5131,2023-10-03 12:16:00.000000000
5132,2023-10-03 12:21:00.000000000
5133,2023-10-03 12:21:00.000000000
5134,2023-10-03 12:18:00.000000000
5135,2023-10-03 12:18:00.000000000
5136,2023-10-03 12:01:05.419202816
5137,2023-10-03 12:01:05.419202816
5138,2023-10-03 12:01:05.419202816
5139,2023-10-03 12:01:05.419202816
5140,2023-10-03 12:16:00.000000000
5141,2023-10-03 12:01:05.419202816
5142,2023-10-03 12:17:00.000000000
5143,2023-10-03 12:25:00.000000000
5144,2023-10-03 12:01:05.419202816
5145,2023-10-03 12:14:00.000000000
5146,2023-10-03 12:22:00.000000000
5147,2023-10-03 12:01:05.419202816
5148,2023-10-03 12:01:05.419202816
5149,2023-10-03 12:17:00.000000000
5150,2023-10-03 12:25:00.000000000
5151,2023-10-03 12:20:00.000000000
5152,2023-10-03 12:01:05.419202816
5153,2023-10-03 12:14:00.000000000
5154,2023-10-03 12:21:00.000000000
5155,2023-10-03 12:01:05.419202816
5156,2023-10-03 12:17:00.000000000
5157,2023-10-03 12:17:00.000000000
5158,2023-10-03 12:22:00.000000000
5159,2023-10-03 12:14:00.000000000
5160,2023-10-03 12:14:00.000000000
5161,2023-10-03 12:01:05.419202816
5162,2023-10-03 12:01:05.419202816
5163,2023-10-03 12:01:05.419202816
5164,2023-10-03 12:01:05.419202816
5165,2023-10-03 12:20:00.000000000
5166,2023-10-03 12:20:00.000000000
5167,2023-10-03 12:01:05.419202816
5168,2023-10-03 12:22:00.000000000
5169,2023-10-03 12:22:00.000000000
5170,2023-10-03 12:16:00.000000000
5171,2023-10-03 12:16:00.000000000
5172,2023-10-03 12:01:05.419202816
5173,2023-10-03 12:01:05.419202816
5174,2023-10-03 12:22:00.000000000
5175,2023-10-03 12:01:05.419202816
5176,2023-10-03 12:21:00.000000000
5177,2023-10-03 12:29:00.000000000
5178,2023-10-03 12:01:05.419202816
5179,2023-10-03 12:14:00.000000000
5180,2023-10-03 12:01:05.419202816
5181,2023-10-03 12:01:05.419202816
5182,2023-10-03 12:20:00.000000000
5183,2023-10-03 12:22:00.000000000
5184,2023-10-03 12:01:05.419202816
5185,2023-10-03 12:29:00.000000000
5186,2023-10-03 12:29:00.000000000
5187,2023-10-03 12:17:00.000000000
5188,2023-10-03 12:01:05.419202816
5189,2023-10-03 12:18:00.000000000
5190,2023-10-03 12:01:05.419202816
5191,2023-10-03 12:01:05.419202816
5192,2023-10-03 12:16:00.000000000
5193,2023-10-03 12:26:00.000000000
5194,2023-10-03 12:26:00.000000000
5195,2023-10-03 12:26:00.000000000
5196,2023-10-03 12:29:00.000000000
5197,2023-10-03 12:26:00.000000000
5198,2023-10-03 12:16:00.000000000
5199,2023-10-03 12:01:05.419202816
5200,2023-10-03 12:01:05.419202816
5201,2023-10-03 12:01:05.419202816
5202,2023-10-03 12:29:00.000000000
5203,2023-10-03 12:17:00.000000000
5204,2023-10-03 12:01:05.419202816
5205,2023-10-03 12:25:00.000000000
5206,2023-10-03 12:18:00.000000000
5207,2023-10-03 12:01:05.419202816
5208,2023-10-03 12:01:05.419202816
5209,2023-10-03 12:01:05.419202816
5210,2023-10-03 12:01:05.419202816
5211,2023-10-03 12:23:00.000000000
5212,2023-10-03 12:01:05.419202816
5213,2023-10-03 12:25:00.000000000
5214,2023-10-03 12:21:00.000000000
5215,2023-10-03 12:29:00.000000000
5216,2023-10-03 12:01:05.419202816
5217,2023-10-03 12:25:00.000000000
5218,2023-10-03 12:29:00.000000000
5219,2023-10-03 12:19:00.000000000
5220,2023-10-03 12:21:00.000000000
5221,2023-10-03 12:01:05.419202816
5222,2023-10-03 12:01:05.419202816
5223,2023-10-03 12:01:05.419202816
5224,2023-10-03 12:23:00.000000000
5225,2023-10-03 12:21:00.000000000
5226,2023-10-03 12:01:05.419202816
5227,2023-10-03 12:21:00.000000000
5228,2023-10-03 12:01:05.419202816
5229,2023-10-03 12:01:05.419202816
5230,2023-10-03 12:32:00.000000000
5231,2023-10-03 12:32:00.000000000
5232,2023-10-03 12:21:00.000000000
5233,2023-10-03 12:21:00.000000000
5234,2023-10-03 12:19:00.000000000
5235,2023-10-03 12:01:05.419202816
5236,2023-10-03 12:01:05.419202816
5237,2023-10-03 12:01:05.419202816
5238,2023-10-03 12:01:05.419202816
5239,2023-10-03 12:01:05.419202816
5240,2023-10-03 12:21:00.000000000
5241,2023-10-03 12:21:00.000000000
5242,2023-10-03 12:27:00.000000000
5243,2023-10-03 12:23:00.000000000
5244,2023-10-03 12:23:00.000000000
5245,2023-10-03 12:17:00.000000000
5246,2023-10-03 12:01:05.419202816
5247,2023-10-03 12:17:00.000000000
5248,2023-10-03 12:26:00.000000000
5249,2023-10-03 12:32:00.000000000
5250,2023-10-03 12:01:05.419202816
5251,2023-10-03 12:01:05.419202816
5252,2023-10-03 12:32:00.000000000
5253,2023-10-03 12:27:00.000000000
5254,2023-10-03 12:17:00.000000000
5255,2023-10-03 12:01:05.419202816
5256,2023-10-03 12:01:05.419202816
5257,2023-10-03 12:01:05.419202816
5258,2023-10-03 12:21:00.000000000
5259,2023-10-03 12:32:00.000000000
5260,2023-10-03 12:26:00.000000000
5261,2023-10-03 12:26:00.000000000
5262,2023-10-03 12:21:00.000000000
5263,2023-10-03 12:01:05.419202816
5264,2023-10-03 12:01:05.419202816
5265,2023-10-03 12:23:00.000000000
5266,2023-10-03 12:01:05.419202816
5267,2023-10-03 12:01:05.419202816
5268,2023-10-03 12:21:00.000000000
5269,2023-10-03 12:22:00.000000000
5270,2023-10-03 12:26:00.000000000
5271,2023-10-03 12:32:00.000000000
5272,2023-10-03 12:01:05.419202816
5273,2023-10-03 12:17:00.000000000
5274,2023-10-03 12:01:05.419202816
5275,2023-10-03 12:01:05.419202816
5276,2023-10-03 12:23:00.000000000
5277,2023-10-03 12:21:00.000000000
5278,2023-10-03 12:30:00.000000000
5279,2023-10-03 12:21:00.000000000
5280,2023-10-03 12:22:00.000000000
5281,2023-10-03 12:01:05.419202816
5282,2023-10-03 12:30:00.000000000
5283,2023-10-03 12:30:00.000000000
5284,2023-10-03 12:30:00.000000000
5285,2023-10-03 12:22:00.000000000
5286,2023-10-03 12:28:00.000000000
5287,2023-10-03 12:38:00.000000000
5288,2023-10-03 12:01:05.419202816
5289,2023-10-03 12:01:05.419202816
5290,2023-10-03 12:23:00.000000000
5291,2023-10-03 12:23:00.000000000
5292,2023-10-03 12:01:05.419202816
5293,2023-10-03 12:01:05.419202816
5294,2023-10-03 12:26:00.000000000
5295,2023-10-03 12:26:00.000000000
5296,2023-10-03 12:26:00.000000000
5297,2023-10-03 12:26:00.000000000
5298,2023-10-03 12:01:05.419202816
5299,2023-10-03 12:01:05.419202816
5300,2023-10-03 12:29:00.000000000
5301,2023-10-03 12:23:00.000000000
5302,2023-10-03 12:01:05.419202816
5303,2023-10-03 12:38:00.000000000
5304,2023-10-03 12:01:05.419202816
5305,2023-10-03 12:01:05.419202816
5306,2023-10-03 12:27:00.000000000
5307,2023-10-03 12:23:00.000000000
5308,2023-10-03 12:01:05.419202816
5309,2023-10-03 12:38:00.000000000
5310,2023-10-03 12:28:00.000000000
5311,2023-10-03 12:27:00.000000000
5312,2023-10-03 12:01:05.419202816
5313,2023-10-03 12:01:05.419202816
5314,2023-10-03 12:38:00.000000000
5315,2023-10-03 12:01:05.419202816
5316,2023-10-03 12:01:05.419202816
5317,2023-10-03 12:01:05.419202816
5318,2023-10-03 12:28:00.000000000
5319,2023-10-03 12:23:00.000000000
5320,2023-10-03 12:38:00.000000000
5321,2023-10-03 12:01:05.419202816
5322,2023-10-03 12:01:05.419202816
5323,2023-10-03 12:01:05.419202816
5324,2023-10-03 12:28:00.000000000
5325,2023-10-03 12:28:00.000000000
5326,2023-10-03 12:38:00.000000000
5327,2023-10-03 12:01:05.419202816
5328,2023-10-03 12:01:05.419202816
5329,2023-10-03 12:01:05.419202816
5330,2023-10-03 12:30:00.000000000
5331,2023-10-03 12:38:00.000000000
5332,2023-10-03 12:29:00.000000000
5333,2023-10-03 12:29:00.000000000
5334,2023-10-03 12:29:00.000000000
5335,2023-10-03 12:29:00.000000000
5336,2023-10-03 12:01:05.419202816
5337,2023-10-03 12:26:00.000000000
5338,2023-10-03 12:27:00.000000000
5339,2023-10-03 12:27:00.000000000
5340,2023-10-03 12:29:00.000000000
5341,2023-10-03 12:38:00.000000000
5342,2023-10-03 12:38:00.000000000
5343,2023-10-03 12:51:00.000000000
5344,2023-10-03 12:01:05.419202816
5345,2023-10-03 12:26:00.000000000
5346,2023-10-03 12:29:00.000000000
5347,2023-10-03 12:01:05.419202816
5348,2023-10-03 12:01:05.419202816
5349,2023-10-03 12:01:05.419202816
5350,2023-10-03 12:01:05.419202816
5351,2023-10-03 12:26:00.000000000
5352,2023-10-03 12:26:00.000000000
5353,2023-10-03 12:01:05.419202816
5354,2023-10-03 12:01:05.419202816
5355,2023-10-03 12:28:00.000000000
5356,2023-10-03 12:31:00.000000000
5357,2023-10-03 12:01:05.419202816
5358,2023-10-03 12:29:00.000000000
5359,2023-10-03 12:29:00.000000000
5360,2023-10-03 12:01:05.419202816
5361,2023-10-03 12:01:05.419202816
5362,2023-10-03 12:01:05.419202816
5363,2023-10-03 12:29:00.000000000
5364,2023-10-03 12:31:00.000000000
5365,2023-10-03 12:01:05.419202816
5366,2023-10-03 12:01:05.419202816
5367,2023-10-03 12:31:00.000000000
5368,2023-10-03 12:33:00.000000000
5369,2023-10-03 12:01:05.419202816
5370,2023-10-03 12:28:00.000000000
